,text,target
348,"RT #USER#: “Vosotros, fascistas, sois los terroristas!! “Libertad presos políticos!!” #URL#",0
349,#USER# Todos tus tweets últimamente podrían ser míos...,0
350,RT #USER#: feo? feo es que tus amigos se junten sin vos,0
351,"#USER# #USER# Hasta que no lo vea, no lo creo.",1
352,"RT #USER#: ""si eres hombre no puedes opinar contra el machismo porque gracias al machismo puedes opinar"" #HASHTAG#",1
353,"RT #USER#: Rosalía, Los Tigres del Norte y 'El Potrillo' se unen para concierto virtual único #URL#",1
354,#USER# #USER# Menuda bolla..Esto no se lo cree ni Dios.,1
355,"#USER# #USER# #USER# Chavez y Maduro , dos asesinos y genocidas. Usted es cómplice.🤮",1
356,Y toda esa mierda en qué ayuda a las mujeres ? Cuatro inútiles haciendo el paripé para nada. #URL#,1
357,RT #USER#: #USER# Esos son los que decían eran de plástico?.....para que vean como miente la izquierda #HASHTAG#,1
358,#USER# Increíble imagen!! Enamoradito me tienes 😍😍😍😍,1
359,"#USER# Es una negra olor a repasador, su gatito viene a pedirnos comida a nosotras jajajaa mi vida",1
360,"RT #USER#: Si dice ""RESILIENCIA"", no lo dudes, es gilipoIIas!!",1
361,he estado tan pendiente de mis cosas en due que he venido poquito y solo a decir buenos/as días/noches. Extraño ser más activo. T-T,0
362,Tengo menos seguidores que el esperanto...ojo al dato...,1
363,estaba depilandome en el baño tranquila y me miré el pie y lo tenía AZUL listo estoy por morirme,0
364,#USER# #USER# Los mayores tratantes de esclavos siempre fueron los negros y árabes.,1
365,#USER# #USER# #USER# #USER# Jajajaja me trepo la cantera de una,0
366,en esta cuenta amamos a las cariño,0
367,"Me empieza a agobiar la trama de #HASHTAG# , #HASHTAG# y #HASHTAG# #USER# #HASHTAG#",1
368,En la 3 porque siento que se re prenden gojo y kakashi a jugar algun juego de mesa a re aburrido era pero si #URL#,0
369,RT #USER#: Sánchez y muchos de sus cómplices jamás podrán volver a pasear por Madrid.,0
370,"#USER# #USER# Pareceis YONKIS con el desespero de pinchados,regalo mi dosis...",1
371,"El moños, rata, chepas y ex coletas, alias el vicepresidente 2° de nuestro GOBIERNO CRIMINAL. Manda huevos #URL#",1
372,"RT #USER#: Podían haber destruido las armas ,antes de asesinar a mi hijo #URL#",1
373,"Revolución de los Girasoles, y actualidad cubana. #URL# a través de #USER#",0
374,#USER# realmente hipnoticas tus cejas,0
375,#USER# #USER# podéis mandar un par de pistoletes neumáticos por aqui?,1
376,Me comí un alfajor de chocolate y estuve media hs por mi casa y ninguno de mi Flia fue capaz de decirme que tenía toda la boca sucia🤦🏻‍♀️,0
377,Que falta de todo nea,1
378,"#USER# Es en Francia,llevo viendolo 3 dias",1
379,"es hora de revisar mi springfield, permiso.",0
380,"Si capaldo hacía el gol, jara y buffa se retiraban para siempre",0
381,"Al G-20 no vinieron todos. ¿ Y los ""Gordo Mortero""? ¿ Y los tira piedras? ¿ Y los chasquibum boy's? Pato canuto!",0
382,RT #USER#: #USER# #USER# Es una doble espía Rusa-Americana ..y eso que no quería ser política la tía,1
383,RT #USER#: La declaración de Renta de Alberto Garzón le saldrá a devolvida.,1
384,Dksksksksk en qué partida presupuestaria creéis que han colado los sobrecitos que han volado? #URL#,0
385,#HASHTAG# pero primero con los buoneros que venden con sobre preciOs,1
386,#USER# Lo que haría es una niebla del copón por lo que se ve ahí.,1
387,#USER# En que estaría pensando... #URL#,1
388,RT #USER#: Nadie me paga es simplemente agradecimiento a #USER# #HASHTAG#,0
389,"RT #USER#: Pablo Hasel, ese mártir de la libertad de expresión👇 #URL#",1
390,#USER# Ni que fuera yo la Montero.,1
391,#USER# #USER# #USER# Esperate unos dias no vaya a ser q se pire😉😂,1
392,RT #USER#: #USER# ¿Qué es ser mujer? Dejar que tu novio te tape la boca en público 👇🏻 #URL#,1
393,Se nota que no hacía nada hace mil años me duele todo🤦🏻‍♀️,0
394,RT #USER#: Y hoy a disfrutar del sábado con amigos y buen royo!!sabado sabadeteeeeeee!!!🎉🎉🎉🎉🍻🍻🍻🍻🍻🍻🍸🍸🍸🍸🍸#HASHTAG#,0
395,la pedroche es como la mariah carey del año nuevo español aparece pa año nuevo y luego el resto del año no existe,0
396,"No mms que le lloraste al SOLOESUNAAMIGA 3000.. Porque yo si, todas pasamos por ahí, NO FINJAN!!!",0
397,RT #USER#: 🇪🇦#HASHTAG#⚔💚 #HASHTAG# #HASHTAG#⚒💚⚒ ‼Muy buen artículo de Miguel De Farnesio‼,1
398,RT #USER#: los chavales todo los dias dl año: esa es una putaa ehh vaya zorra hoy x el grupo d clase: mñana huelga o quee🤪🤪 8M🙏🏼😘😘,0
399,"RT #USER#: Si Perú es tan de pinga, por qué los peruanos que están en Venezuela no se van para allá?",1
400,#USER# #USER# #USER# En los cómics Bucky es Capitan America porque Steve Rogers muere en Civil War,0
401,"#USER# #USER# #USER# No,eres tu y pablo iglesias",1
402,RT #USER#: elige tu equipo #URL#,0
403,Dime qué te veo mañana.,1
404,RT #USER#: La veleta azul como pollos sin cabeza. #URL#,1
405,Solo en la mirada se nota 🥺.,0
406,RT #USER#: Denuncian a Victoria Donda por defraudación al designar a su abogado personal en el Inadi #URL#,0
407,Mis últimas horas en este país.,0
408,Hay que dejar de robar con Lady Di por lo menos 2 años,0
409,RT #USER#: #USER# Qué respecto la voluntad democrática de la votació!! 52% vots INDEPENDENTISTES!! Aleshores NO ENS ESTAFEU!!,1
410,¿Por qué me siguen señoras ofreciéndome préstamos? ¿También os ha pasado? Algún timo imagino. 💁,1
411,No se por que esto es tan #USER# jajajajaja #URL#,1
412,#USER# #USER# Es admirable vuestra paciencia con ese ciudadano.,1
413,Quimica se lleva mis ganas de vivir,0
414,"—Oye Angelina Jolie, fíjate que hay un niño en adopción y quería ver si ... —Sí, sí, a huevo ¡Acepto!",0
415,"Tarado!!!! Y comunista, a mayor abundamiento.... Que más se le puede pedir? #URL#",1
416,"RT #USER#: ""Mi niña ? zi mi niña es lo mas wena,educaita y zanta que hay joé , andayá""...y la niña tiener chocho como la chimenea der ...",1
417,Que guapos están los hombres de cucuroba,0
418,"Justicia sí hay, cuando se denuncia a tiempo y con pruebas #URL#",1
419,"nada como bello horizonte, agarrar la bici e ir a la playa fumando tremendo porraco",0
420,Por ti me subo al carro y lo subo a 120,1
421,RT #USER#: -Psicólogo: Todos los sueños tienen sentido. -Mis sueños: #URL#,0
422,"Sé que nadie de aquí de twitter de mis seguidores me hablaría a mí, así que yo hago lo mismo, para evitar males peores",0
423,RT #USER#: Lo que PSOE y Podemos callan: el fraude fiscal es un 44% menor en las CCAA con menos impuestos,0
424,RT #USER#: Yo digo q vacunen de primerita a la esposa de Roque Valero. Esa perdió el gusto hace años,0
425,#USER# #USER# Solo con el fraude lo pueden lograr coruptos,0
426,#USER# Quisiera comerte entera hasta que te derritieses de gusto,1
427,"RT #USER#: El Pacto de Santoña, puñalada por la espalda del PNV al gobierno de la República #URL#",1
428,RT #USER#: #HASHTAG# Todos somo asesinos! #URL#,0
429,#USER# Qué tipo más grotesco y sectario este Ferreras. Apesta.,1
430,#USER# Qué escritura más visigotica. Me encanta.,0
431,"RT #USER#: ¿De ella no os acordáis, basurillas? #URL#",1
432,Chupando frío y no cachos gracias a Dios 🥰.,0
433,#USER# Hala Madrid siempre 👍💪,1
434,AJAJAJAJAJAJAJA soy la cagada en persona .,0
435,RT #USER#: #USER# #USER# #USER# #USER# Esta vividorzuela no se va ni con agua caliente.,1
436,🎥 Prueba A Varios casos de personas inocentes condenadas por pruebas de nula o dudosa credibilidad #URL#,0
437,RT #USER#: Creo que lo que le falta a mi vida son unos 15 millones de dolares,0
438,"PUTIN Y SU GRANDÍSIMA VERDAD : Perdonar a los yihadistas es cosa de Dios, mandárselos a él es cosa mía. #URL#",1
439,#USER# #USER# #USER# Molaría haberle sacado hablando este año también 😁😁😁,1
440,"RT #USER#: No se quien echa más de menos EdSer, si nosotros o Hande y Kerem 🥺🧡 #URL#",0
441,#USER# Ha sonao un golpe después de dejarlo caer. Se ma matao illo,1
442,#USER# #USER# #USER# Són compañeros hostia!!!!!,1
443,#USER# Magalí Tajes subió unos maravillosos,0
444,"RT #USER#: Con talleres y baile, así celebran el primer mes de la #HASHTAG# Fotos y Video: #USER#",0
445,RT #USER#: #USER# #USER# Aquí está el video arrastrando el MONO!!! #HASHTAG# #URL#,0
446,"A favor de las manifestaciones, en contra de los disturbios. #URL#",0
447,#USER# Oñoooo Pacaaaa ponte la mascarilla!!!!,1
448,"RT #USER#: Gracias a todos lq se alejaron, no extraño a nadie",0
449,¿Pero esto es verdad? #URL#,1
450,"No te quiero impresionar pero soy buenísimo en la cama: No pateo, no ronco y no hablo dormido.",0
451,RT #USER#: #USER# Yo quiero escuchar esa explicación tb...ponme en copia😉,1
452,RT #USER#: Pues suena como una flauta de verdad la zanahoria,1
453,Me ayudan a llegar a los 200🥺🙏 Devuelvo Follow,0
454,RT #USER#: Estos niños de hoy en día.. no respetan... 🤣😅 #URL#,1
455,#HASHTAG# Chupenme los pelos del hoyo giles culiaos.,1
456,El karma es el alivio de los resentidos,1
457,RT #USER#: quiero un verano sin límite de personas y sin toque de queda,0
458,#USER# Venga ese día disfrazamos Madrid de elecciones Catalanas. Así no pondrán pegas.,1
459,"#USER# #USER# #USER# #USER# Ábalos ,mira quién viene a saludarta, miserable! #URL#",1
460,"RT #USER#: ""¡Ora, dejen comer a gusto!"" #URL#",1
461,"#USER# puuesss en la captura está, a las 17:43 hace justo 1h",0
462,"RT #USER#: Marc, que es paracetamol, no heroína. #URL#",1
463,#USER# ahora te firmo un autógrafo 😁😁 😁,0
464,#USER# no me jodas jajajajjsjsjs que ayer puse cosas de iñaki williams,0
465,"RT #USER#: Buenos dias, de los lunes también se sale #URL#",1
466,"#USER# Estoy esperando que llegue la justicia a Macrisis, supongo que por todo el desastre que hizo le den al menos 20 años",1
467,Que sol increíble hace afuera y como llueve aquí adentro.,1
468,Ciudadanos está tan confuso que se traicionó a sí mismo.,1
469,RT #USER#: Mas Laportas y menos mesas de negociación.,1
470,RT #USER#: .#USER# desmonta el feminismo en menos de 1 minuto. #URL#,1
471,El ninistro #USER# es el #USER# de la política. Había que decirlo.,1
472,"RT #USER#: Te vamos a deportar, Micromachine.",1
473,Mi deseo en este día es que nos paren de matar. La lucha sigue. #HASHTAG# #HASHTAG#,0
474,RT #USER#: Estoy segura que Sanchez disfrutará de unas maravillosas vacaciones de Semana Santa. Yo seguiré secuestrada.,1
475,RT #USER#: Un pequeño recordatorio: #URL#,0
476,"RT #USER#: Algunos os preguntaréis, ¿como de borrachos van en la fiesta de Ibai? La respuesta: #URL#",0
477,Yiya siempre intenta ser el centro de atención... Que pesadez de niña #HASHTAG# #URL#,0
478,#USER# Me gusta ser redundante en mis palabras,1
479,"yo soy el único chanhee delicado y chiquito qué aceptan sin burlas, tengo derechos AH. 🤪",0
480,RT #USER#: Así fue repelido el ataque en el hotel Villarreal de #HASHTAG# #HASHTAG# por policías estatales.,1
481,RT #USER#: Buen año facultativo. Lo único que pido 🤞🏽,0
482,bajé 5 kilos en un mes básicamente por dormir 16 horas al día q lindo ser yo,0
483,"#USER# #USER# Esto tiene que petar por algun sitio en algún momento, nada se expande hasta el infinito y mucho menos la estupidez.",1
484,"#USER# No lo hago, pero lo jodido es que la persona se para alli enviándote mensajes telepaticos",0
485,RT #USER#: Eda al día siguiente despertándose para ir a pedir el divorcio #URL#,0
486,"RT #USER#: Me dices o me entero, una de dos",1
487,#USER# Sois un ejemplo a seguir,1
488,"¿Neonazis en la cúpula del ejército? ¿Qué será lo próximo, nazis en la policía? #URL#",1
489,"RT #USER#: 🤔Vaya, se ha cabreado. ¿o no ha entendido la pregunta? #URL#",1
490,"RT #USER#: Detenida una mujer por maltratar a sus cuatro hijos, de entre 4 y 8 años, en Madrid. #HASHTAG#",0
491,"#USER# Que fuerte, pues yo espero que os vacunen pronto que tb estáis en primera línea",0
492,#USER# Si decís les niñes automáticamente no tenes derecho a opinar y menos a hablar de cuernos.,1
493,"RT #USER#: Abro hilo de lo que está pasando en la Patagonia Argentina, por favor compartir para que llegue a más gente.",0
494,Si se puede. #URL#,0
495,"RT #USER#: –Oye, Heinrich. Qué gafas guapas tienes. –Es que son di visión azul. #URL#",0
496,#USER# #USER# Es para hacer circo..igual q en Sálvame..,1
497,#USER# Más pachus en la tele por favor!,0
498,Wuey te casas conmigo apoco no raza #URL#,0
499,Buenas noches y buen descanso #URL#,0
500,"RT #USER#: Me colgas 8 horas? no importa, yo te contesto apenas veo el msj",0
501,Lo verdaderamente impactante es que #USER# se siga imprimiendo 👀 #URL#,0
502,2/2 Para adherirse a la convocatoria mandar un correo a: movimientoantirrepre.madrid#USER#.com #URL#,0
503,"Prohibido por #USER# porque no le quisieron poner el etiquetado claro ""Exceso de plásticos"" #URL# #URL#",1
504,"La respuesta a esto, está en la palabra sociedad. Ese es el gran problema en el siglo XXI #URL#",1
505,"RT #USER#: Los japoneses dicen que cada vez que compartimos un Buda sonriente, recibimos dinero o muy buenas noticias.",0
506,"RT #USER#: Laporta: ""Cuando el señor Font hacía power points y preparaba organigramas, nosotros ganábamos Champions"".",1
507,"#HASHTAG# este año el traje estrella será... EL DE EPI CON BOLSAS DEL MERCADONA, a ver quién me multa!!!",1
508,RT #USER#: Seguid a #USER# y retuitead. No os pido más. 😉💪🏻🇪🇸,1
509,RT #USER#: Hay quienes llaman diálogo a hablar hasta que les des la razón.,0
510,"#USER# #USER# ""grupo oprimido a lo largo de la historia"" 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡",1
511,Me tocan mi dupla central y se arma #URL#,0
512,"#HASHTAG# -hemos conectado bien, no? -Jajajaja ja 😂😂😂",0
513,"RT #USER#: El cacas baja la gasolina, pero hoy de seguro se descuido y Calderón la subió.",1
514,#USER# #USER# #USER# #USER# Ojalá pero aun sigue ahí viviendo del cuento el muy...,1
515,#USER# Si eres una diosa✨,0
516,porque no se ponen nombres decentes en instagram???????,0
517,"#USER# JAJSBSHSHSGSJHAAJA pues entonces no sé, depende de tu piel también",0
518,Más exquisita hay? #URL#,0
519,#USER# Eso no está pasando ya?,1
520,RT #USER#: Da igual cuándo leas esto. #URL#,1
521,RT #USER#: Jajaja lógica aplastante... 😂😂😂😂😂😂😂 #URL#,1
522,"#USER# Mucho pan y poco queso, es de hombre de buen seso",0
523,"RT #USER#: #USER# No todos, por suerte. De a poco va a cambiar el viento #URL#",0
524,#USER# Es una guerra. Ellos o los nuestros.,1
525,Lo del ViceMoño ya es obsesión #URL#,0
526,"RT #USER#: Cuando vas a trabajar, pero también a hacer payasadas... #URL#",1
527,"Hoy tengo una cita con Nolan, por fin voy a ver Tenet.",1
528,#USER# Este encajaría muy bien en el PSO€... 💩,1
529,VIDEO: Vaca SUPLICA por su vida en el MATADERO; usuarios en redes donan para salvarla #URL#,1
530,Gato cabrón 40. #URL#,0
531,RT #USER#: Vaya gran momento! #USER# #USER# #HASHTAG# #URL#,0
532,La verdad es que no hay mejor metáfora de lo que representa esa bandera. #URL#,1
533,Se comio a los gatitos de caracas,1
534,RT #USER#: Votásteis #HASHTAG# y tenéis #HASHTAG#,1
535,RT #USER#: Sentir que estás por debajo de alguien es de mediocres.,0
536,#USER# descanse sr presidente lo necesitamos para seguir avanzando patria socialismo viviremos. Rumbo a la. Victoria del 7 oct,1
537,#USER# Lamentablemente no existe igualdad que repare tu pedido 😔 te quiero mucho.,0
538,me encanta muchisimo toni crus como jugador pero andres es otro level #URL#,0
539,RT #USER#: ¿Por qué la izquierda defiende a Hasél y la derechoide da la espalda a los patriotas de Blanquerna?,1
540,Vamos que Sonia hace masajes con final feliz #HASHTAG#,0
541,"No tengo ni la Eso Y eso? Pues eso, q no entiendes? #HASHTAG#",0
542,"RT #USER#: Monedero, sin estar aforado, tiene todas las papeletas para ser el Bárcenas de #USER#. #URL#",1
543,RT #USER#: NECESITAMOS saber a qué o quién están mirando. #HASHTAG# llega el 13 de marzo. #URL#,1
544,#USER# Tiene toda la verdad en esta publicacion 😂😂😂😂,0
545,RT #USER#: ¿Y yo ahora que nombre le pongo a esta cuenta?,0
546,RT #USER#: totalmente a favor de la teoria q dice q bruno mars es hijo no reconocido de michael jackson no escucho y sigoo,0
547,RT #USER#: ¿Sabes quien está vendiendo productos malsanos para niños aprovechándose del NutriScore? Nestlé. #URL#,1
548,RT #USER#: Barranco lame culo de la florero 🤮🤮🤮#HASHTAG#,0
549,RT #USER#: #USER# D.E.P. Todo un luchador!!,1
550,"Mi sueño es ir a gran hermano. GH No crear una familia, descubrir una vacuna, ser bombero o escribir un libro. #HASHTAG#",0
